Date;Localisation;ESR;Type
01/02/2016;La Roche des Arnauds;oui;Rupture d'attelage
11/02/2016;Cros de Cagnes;non;Franchissement de signal
03/02/2016;Paris Bercy;non;Réception intempestive sur voie occupée
25/01/2016;Montchanin;non;Dérive
21/12/2015;Luçon;non;Incendie dans un train
16/12/2015;Aulnay Sous Bois;oui;Erreur d’itinéraire
15/01/2016;Duttlenhein;oui;Incident grave de signalisation
14/12/2015;Viescamp sous Jalles;oui;Déshuntage
12/01/2016;Lyon Brotteaux;oui;Franchissement de signal
18/01/2016;Saint-Florentin;non;Erreur de procédure
31/12/2015;Entre Kerhuon et Le Rody;non;Collision contre obstacle à un passage à niveau
08/01/2016;Entre les Aubrais et Blois;non;Engagement de gabarit
04/01/2016;Sainte Marthe-En-Provence;non;Franchissement de signal
29/12/2015;Cannes;ND;Incendie dans un train
19/10/2015;Pasilly;oui;Franchissement de signal
27/10/2015;LGVA entre Saint Cyr PRS 44 et Loire PRS 45;oui;Incident grave de signalisation
15/10/2015;Miramas;oui;Franchissement de signal
29/10/2015;Plateau de Vouille;non;Non respect du point d’arrêt
20/10/2015;La Plaine Stade de France;non;Défaillance voie
14/10/2015;Gare de Saint-Martin de Tallevende;non;Franchissement de signal
10/11/2015;Arras;oui;Collision contre obstacle
04/11/2015;Entre Houdan et Marchezais;non;Collision contre obstacle à un passage à niveau
19/11/2015;Nîmes;non;Engagement de gabarit suite à désemparement de pièce
16/11/2015;Fresnoy le Grand;non;Porte ouverte en ligne
11/10/2015;Lieusaint;non;Réalimentation intempestive des caténaires
21/09/2015;Gevrey Triage;non;Défaut sur aiguille
02/10/2015;Puget-sur-Argens;oui;Désordre ouvrage d’art
09/10/2015;Paris Saint-Lazare;oui;Franchissement de signal
28/09/2015;Tours;oui;Défaillance voie
22/09/2015;Paris Gare de Lyon;non;Accostage brutal
26/09/2015;Quimper;non;Collision contre obstacle
23/09/2015;Aix-les-Bains;non;Collision contre obstacle à un passage à niveau
22/09/2015;Monsempron;non;Engagement de gabarit suite à désemparement de pièce
30/09/2015;Entre Bayonne et Puyôo;oui;Défaillance voie
20/02/2016;Hendaye;non;Talonnage d’aiguille ou bivoie
16/02/2016;Montpellier;non;Franchissement de signal
24/02/2016;Lille Flandres;oui;Défaut géométrie voie
16/02/2016;Villeneuve Saint Georges;non;Collision avec enfoncement de heurtoir
22/02/2016;Le Soler;non;Collision contre obstacle à un passage à niveau
17/02/2016;Caen;non;Déraillement
29/02/2016;La Guerche sur l'Aubois;non;Raté de fermeture à un passage à niveau
10/03/2016;Entre Saint Ouen PL et Porte de Clichy;oui;Dérive
18/03/2016;Entre La Milesse et Sille le Guillau;non;Erreur grave de procédure
23/02/2016;Sotteville;oui;Réception intempestive sur voie occupée
02/03/2016;Chambourg;oui;Raté de fermeture à un passage à niveau
17/03/2016;Lacq;oui;Présence d'obstacle sur voie
25/02/2016;Lisieux;non;Départ sans autorisation
10/03/2016;Achères;non;Déraillement sans engagement de la voie principale
16/03/2016;Gare de Trappes Poste 3;non;Présence d'obstacle sur voie
08/03/2016;Entre Guingamp et Paimpol;oui;Défaut géométrie voie
21/03/2016;Baraqueville;oui;Réception intempestive sur voie occupée
04/04/2016;Aubazine Saint Hilaire;oui;Déraillement sans engagement de la voie principale
11/03/2016;Villeneuve les Maguelone;oui;Porte ouverte en ligne
30/03/2016;Voves;non;Dégagement intempestif du domaine fermé
21/03/2016;Mulhouse;non;Circulation d’un Transport Exceptionnel sans annonce
24/03/2016;Paris Saint Lazare;oui;Dérive
01/04/2016;Lourches;non;Collision avec enfoncement de heurtoir
24/03/2016;Port-la-Nouvelle;non;Engagement de gabarit suite à désemparement de pièce
28/03/2016;Entre Villeneuve et Roi;oui;Appareil de voie mal disposé
08/04/2016;Woippy;non;Réception intempestive sur voie occupée
26/10/2016;MONTROUGE;oui;
27/10/2016;NIMES;non;Erreur grave de procédure
15/11/2016;LYON;non;Franchissement de signal
09/11/2016;SAILLANS;oui;Dépassement de vitesse supérieur à 40km/h
01/11/2016;MONTCRICHART;oui;Raté de fermeture à un passage à niveau
03/08/2016;Miramas;oui;Franchissement de signal
28/07/2016;Aix les Bains le Revard;oui;Erreur de procédure
05/08/2016;Angers Saint Laud;oui;Franchissement de signal
09/08/2016;Bersac;oui;Incendie dans un train
27/07/2016;Thiviers;non;Collision par prise en écharpe
09/08/2016;Valence;oui;Dérive
16/07/2016;Thiers;oui;Expédition sans ordre
17/08/2016;Lisle sur Tarn;oui;Incendie dans un train
18/08/2016;Gondrexange;non;Collision entre trains ou éléments de trains
26/07/2016;Verzeille;non;Collision contre obstacle à un passage à niveau
23/09/2016;GRENOBLE;non;Dégagement intempestif du domaine fermé
15/09/2016;BORDEAUX;non;Réalimentation intempestive des caténaires
29/09/2016;LISON;non;Déraillement
16/09/2016;PARIS NORD;non;Mise en œuvre de travaux en dehors du domaine fermé
19/09/2016;COLOMBIERS;non;Erreur de procédure
22/09/2016;WANHEHAIN;non;Péremption du potentiel kilométrique
23/09/2016;MONTCHANIN;non;Collision contre obstacle
26/09/2016;MULHOUSE;non;Composition non conforme
14/09/2016;PONT CARDINET;non;Franchissement de signal
03/10/2016;ENTRE AVORD ET NERONDES;non;Défaut géométrie voie
21/03/2017;BELFORT;non;Insuffisance de freinage
21/03/2017;NC;non;Accident du travail
30/10/2014;Entre Le Grand Jardin et Pont l’Evêque;non;Déshuntage
31/10/2014;Fleurieux sur L’Arbresle;non;Franchissement de signal
27/10/2014;Montrouge Chatillon;non;Franchissement de signal
30/10/2014;Entre Esbly et Meaux;non;Dégagement de fumée sur matériel roulant
01/11/2014;Maison Alfort;non;Réalimentation intempestive des caténaires
28/10/2014;Noisy Le Sec;non;Défaillance voie
28/10/2014;Entre La Ferté Million et Lizy sur Ourcq;oui;Défaut géométrie voie
27/10/2014;Chambéry;non;Déraillement sans engagement de la voie principale
23/10/2014;Les Ardoines;non;Talonnage d’aiguille ou bivoie
21/10/2014;Castelnaudary;non;Talonnage d’aiguille ou bivoie
03/11/2014;Entre Aubagne et Cassis;oui;Boîte chaude
01/11/2014;Igny;non;Accident de voyageur
06/11/2014;Woippy;non;Réception intempestive sur voie occupée
07/11/2014;Lyon Vaise;non;Incident caténaire
07/11/2014;Mantes La Jolie;non;Réception intempestive sur voie occupée
03/11/2014;Marle sur Serre;non;Talonnage d’aiguille ou bivoie
04/11/2014;Aix sur Vienne;non;Talonnage d’aiguille ou bivoie
06/11/2014;Chalon sur Saône;non;Sortie intempestive ou engagement d’un domaine fermé
03/11/2014;La Ferté Million;oui;Défaillance voie
05/11/2014;Lille Europe;non;Franchissement de signal
16/01/2015;Chasse sur Rhône;oui;Erreur grave de procédure
12/01/2015;Allenc;oui;Raté de fermeture à un passage à niveau
14/01/2015;Vaires sur Marne;non;Réception intempestive sur voie occupée
19/01/2015;Entre Sète et Le Castellas;oui;Défaillance voie
21/01/2015;Miramas;non;Collision entre trains ou éléments de trains
19/01/2015;Dijon Technicentre;non;Franchissement de signal
13/01/2015;Javel;non;Talonnage d’aiguille ou bivoie
21/01/2015;Trappes;non;Incident caténaire
15/12/2014;Toulouse;non;Franchissement de signal
16/12/2014;Gare de Paris Austerlitz;non;Franchissement de signal
17/12/2014;Gare de Paris Montparnasse;non;Franchissement de signal
05/12/2014;Trappes;non;Franchissement de signal
27/11/2014;Hourcade;oui;Franchissement de signal
27/11/2014;Sotteville;non;Réception intempestive sur voie occupée
30/11/2014;Entre La Forest et Kerhuon;oui;Incendie dans un train
01/12/2014;Entre Auterive et Saverdun;oui;Dépassement de vitesse supérieur à 40km/h
11/12/2014;Marseille Blancarde;non;Incident caténaire
01/12/2014;Etampes;non;Incident caténaire
08/01/2015;Jouy;oui;Expédition sans ordre
12/01/2015;Entre Grand Combe-La Pise et Alès;non;Défaillance voie
07/01/2015;Tarare;non;Dégagement intempestif du domaine fermé
07/01/2015;Dannes Camiers;non;Dérive
06/01/2015;Avignon;non;Franchissement de signal
08/01/2015;Lille Délivrance;non;Réception intempestive sur voie occupée
05/01/2015;Chambéry;non;Déraillement sans engagement de la voie principale
09/01/2015;Savenay;oui;Défaillance voie
06/01/2015;Béziers;non;Déraillement sans engagement de la voie principale
10/01/2015;St Maixent;non;Franchissement de signal
22/12/2014;Marseille St Charles;oui;Franchissement de signal
20/12/2014;Sarrebourg;non;Accident de personne
31/12/2014;Entre Montpellier et Lyon;non;Perte d’organe du matériel roulant
30/12/2014;;non;Franchissement de signal
25/12/2014;Baillargues;non;Collision contre obstacle
27/12/2014;Entre Montmédy et Longuyon;non;Collision contre obstacle
25/12/2014;Entre Meyrargues et Aix en Provence;non;Collision contre obstacle
02/01/2015;Epinal;non;Incident caténaire
24/12/2014;Armentières;non;Collision contre obstacle
02/01/2015;Saint Nazaire;non;Incident caténaire
08/11/2014;St Martin Sail les Bains;oui;Dépassement de vitesse supérieur à 40km/h
27/11/2014;Le Tréport Mers;non;Départ sans autorisation
24/11/2014;Meyrargues;oui;Déshuntage
18/11/2014;St Germain au Mont d’Or;oui;Raté de fermeture à un passage à niveau
14/11/2014;Batignolles;non;Déraillement sans engagement de la voie principale
21/11/2014;Achères;non;Déraillement sans engagement de la voie principale
26/11/2014;Montigny les Metz;non;Talonnage d’aiguille ou bivoie
26/11/2014;Achères;non;Déraillement sans engagement de la voie principale
26/11/2014;St Jory;non;Talonnage d’aiguille ou bivoie
21/11/2014;Le Landy;non;Collision entre trains ou éléments de trains
26/01/2015;Hourcade;oui;Déraillement sans engagement de la voie principale
27/01/2015;Entre Vézénobres et Mas des Cabries;oui;Dépassement de vitesse supérieur à 40km/h
29/01/2015;Brive la Gaillarde;non;Point limite d’un pantographe dépassé par une circulation électrique
26/01/2015;Thionville dépôt;non;Déraillement sans engagement de la voie principale
18/10/2016;ENTRE SAINT-GERMAIN AU MONT D'OR ET LOZANNE;oui;Erreur grave de procédure
07/06/2016;Troissereux Fouquenies;oui;Désordre d’ouvrage en terre
23/05/2016;Corbeil-Essonnes;non;Franchissement de signal
21/05/2016;Béziers;non;Engagement de gabarit suite à désemparement de pièce
19/06/2016;Thionville;non;Accident de marchandise dangereuse
13/06/2016;Yvetot;oui;Collision avec enfoncement de heurtoir
16/06/2016;Entre la Suze et Voivres;non;Collision entre trains ou éléments de trains
15/06/2016;PRS 31 Plessis;non;Franchissement de signal
23/06/2016;Saincaze;oui;Perte d’organe du matériel roulant
20/06/2016;Entre Pontgouin et Courville;non;Engagement de gabarit suite à désemparement de pièce
01/05/2016;Vénissieux;non;Circulation de véhicule non autorisée
13/08/2016;Longueau;oui;Dérangement des installations de sécurité
05/08/2016;Eymoutiers-Vassivière;oui;Réception intempestive sur voie occupée
16/07/2016;Creil;oui;reception sur voie non équipée
27/07/2016;Calais;oui;Engagement intempestif d’une circulation sur une voie protégée
21/07/2016;Montanay;non;Présence de voyageurs sur voie
26/07/2016;Verberie;non;Mise en œuvre de travaux en dehors du domaine fermé
28/07/2016;Entre Faulquemont et Bening;non;Engagement intempestif d’une circulation sur une voie protégée
25/07/2016;Cannes;non;Erreur de procédure
18/08/2016;Versailles Chantier;non;Mise en œuvre de travaux en dehors du domaine fermé
15/07/2016;Périgueux;non;Engagement de gabarit suite à désemparement de pièce
15/09/2016;COUTRAS;oui;Erreur de procédure
16/08/2016;Chaponval;non;Arrêt hors de quai de tout ou partie d’un train de voyageurs
07/09/2016;LYON SCARONNE;oui;Talonnage d’aiguille ou bivoie
12/09/2016;L'HERMITAGE MORELLES;oui;Dépassement de vitesse supérieur à 40km/h
09/09/2016;VILLEFRANCHE;oui;Erreur de procédure
09/09/2016;VOGLANS;oui;Collision contre obstacle à un passage à niveau
07/09/2016;SAINT JULIEN CLENAY;non;Collision contre un obstacle à un passage à niveau
24/08/2016;BAYONNE PEYREHORADE;oui;Dépassement de vitesse supérieur à 40km/h
30/08/2016;GIVET;non;Déraillement
25/08/2016;Magenta;non;Engagement de gabarit suite à désemparement de pièce
20/01/2017;ARCHES;non;Erreur de procédure
12/01/2017;CHAPEAUROUX;oui;Erreur grave de procédure
26/01/2017;HAUSBERGEN;non;Erreur de procédure
27/01/2017;DOCELLES;non;Collision contre un obstacle à un passage à niveau
20/12/2016;IVRY SUR SEINE;non;Erreur de procédure
17/01/2017;ALBERTVILLE;non;Talonnage d’aiguille ou bivoie
19/01/2017;OURCQ;non;Talonnage d’aiguille ou bivoie
20/01/2017;BORDEAUX;oui;Déraillement
22/12/2016;ENTRE LES QUATRE ROUTES ET TURENNE;non;Collision contre obstacle à un passage à niveau
12/12/2016;BORDEAUX;non;Perte d’organe du matériel roulant
19/09/2016;PORT DE PILES;oui;Incendie dans un train
06/10/2016;BEZIERS;oui;Erreur grave de procédure
01/10/2016;BEAURIERES;oui;Défaillance d'ouvrage
06/10/2016;MACON;non;Collision avec enfoncement de heurtoir
01/10/2016;RENNES;non;Porte ouverte en ligne
08/10/2016;MUSEE D'ORSAY;non;Pénétration intempestive sur domaine fermé
12/09/2016;ENTRE DAMIATTE ST PAUL ET LAVAUR;non;Défaillance voie
14/09/2016;HAYBES;non;Collision contre obstacle à un passage à niveau
05/10/2016;CHOISY LE ROI;non;Défaut géométrie voie
08/10/2016;THIONVILLE;non;Collision
05/07/2016;Blainville;non;Dérangement des installations de sécurité
01/07/2016;Blainville;non;Talonnage d’aiguille ou bivoie
14/06/2016;Aix les Bains;oui;Arrêt hors de quai de tout ou partie d’un train de voyageurs
04/07/2016;Joué les tours;non;Raté de fermeture à un passage à niveau
26/06/2016;Les Vallees;oui;Dérive
05/07/2016;Langon;oui;Porte ouverte en ligne
10/06/2016;Villiers sur Marne;oui;Franchissement de signal
23/06/2016;Au Pas des Lanciers;non;Accident de marchandise dangereuse
11/07/2016;Lyon Saint-Exupery;non;Départ sans autorisation
30/06/2016;Frontignan;non;Dégagement de fumée sur matériel roulant
03/11/2016;ENTRE TREMENTINES ET CHOLET;oui;Franchissement de signal
09/11/2016;ENTRE SAINT-PIERRE DU VAUVRAY ET VAL DE RUEIL;oui;Erreur de procédure
10/11/2016;CHARS;oui;Franchissement de signal
17/11/2016;Perigueux;non;Expédition sans ordre
02/11/2016;MARANVILLE;oui;Dépassement de vitesse supérieur à 40km/h
31/10/2016;VITRY LE FRANCOIS;non;Porte ouverte en ligne
22/11/2016;PIERRELAYE;oui;Erreur de procédure
23/11/2016;POITIERS;non;Collision entre trains ou éléments de trains
19/11/2016;ENTRE LE PETIT THERAIN ET SAINT-LEU D'ESSERENT;oui;Défaut géométrie voie
06/11/2016;THIONVILLE;oui;Défaut géométrie voie
25/01/2017;ENTRE MORMANT ET NANGIS;oui;Erreur de procédure
15/03/2017;PANTIN;non;Réception intempestive sur voie occupée
23/01/2017;VAISE;non;Accident du travail
15/02/2017;BOURG SAINT MAURICE;non;Collision avec enfoncement de heurtoir
19/01/2017;TRANCHEE EST DU TUNNEL DE PUY-RICHARD;non;Accident du travail
16/03/2017;MOULINS SUR ALLIER;oui;Défaut géométrie voie
16/02/2017;NIMES;non;Erreur de procédure
23/02/2017;MULHOUSE-NORD;non;Marchandises dangereuses
17/03/2017;TECHNICENTRE AUVERGNE NIVERNAIS;non;Accident du travail
15/03/2017;DUNKERQUE;non;Quasi accident de travail
21/03/2017;SOMAIN;oui;Déraillement
14/03/2017;CONFLANS SAINT HONORINE;oui;Erreur grave de procédure
01/03/2017;Entre LA ROCHE SUR YON et BELLEVILLE;oui;Erreur grave de procédure
30/10/2016;JARVILLE;non;Erreur de procédure
28/10/2016;VENISSIEUX;non;Talonnage d’aiguille ou bivoie
17/10/2016;PELTRE;non;Défaut géométrie voie
25/10/2016;ENTRE BELLEVILLE VENDEE ET L'HEBERGEMENT;oui;Dépassement de vitesse supérieur à 40km/h
20/10/2016;METZ-VILLE;non;Pénétration intempestive sur domaine fermé
14/10/2016;SARCELLES SAINT-BRICE;oui;Erreur de procédure
19/10/2016;ENTRE SAINTE GAUBURGE ET LE MERLERAULT;oui;Dépassement de vitesse supérieur à 40km/h
21/10/2016;OSTRICOURT;non;Raté de fermeture à un passage à niveau
03/10/2016;AIFFRES;non;Collision contre obstacle à un passage à niveau
21/10/2016;CHAMBERY;non;Déraillement
15/12/2016;PERRIGNY;non;Déraillement
23/11/2016;LAVAUR;non;Collision contre un obstacle à un passage à niveau
12/12/2016;SAINT OUEN L'AUMONE - BIF DE LIESSE;oui;Incident caténaire
18/12/2016;BELLEVILLE;non;Acte de malveillance
05/12/2016;LYON PART DIEU;non;Départ sans autorisation
29/11/2016;SAINT MAURIENS;non;Déraillement sans engagement de la voie principale
03/12/2016;YCHOUX;non;Perte d’organe du matériel roulant
16/05/2017;BREST;non;Talonnage d’aiguille ou bivoie
18/05/2017;TECHNICENTRE TGV de LYON;non;Electrisation
04/05/2017;PICON BUSSERINE;non;Dérive
03/05/2017;RENNES;oui;Défaut géométrie voie
24/04/2017;LYON;oui;Porte ouverte en ligne
12/04/2017;PARIS GARE DE LYON;non;Accident de voyageur
20/04/2017;AMIENS;non;Collision avec enfoncement de heurtoir
19/04/2017;SAINT-CLAUDE;non;Talonnage d’aiguille ou bivoie
13/04/2017;NARBONNE;non;Accident de voyageur
27/04/2017;PARIS SAINT LAZARE;oui;Non conformité du matériel roulant
18/04/2017;Infrapôle Languedoc-Roussilon;non;Electrisation
05/04/2017;SAINT GERMAIN DES FOSSES;non;Non conformité du matériel roulant
09/04/2017;MULHOUSE;oui;Départ sans autorisation
11/04/2017;SAUJON;non;Accident du travail
16/03/2018;ST CHRISTOPHE;oui;Réception intempestive sur voie occupée
26/03/2018;GENELARD;oui;Franchissement de signal
10/04/2018;PARIS EST;oui;Franchissement de signal
15/03/2018;THESEE;oui;Incendie dans un train
26/04/2018;MARSEILLE BLANCARDDE;oui;Départ sans autorisation
27/03/2018;VILLEFRANQUE;oui;Erreur de procédure
19/03/2018;PARIS EST;oui;Défaillance voie
03/01/2016;Le Croisic;oui;Autorisation de franchissement sans vérification
14/12/2015;Rosporden;oui;Déraillement
29/12/2015;Les Aubrais;oui;Franchissement de signal
16/12/2015;Busseau;oui;Déshuntage
29/12/2015;Sibelin;non;Incident de marchandise dangereuse
07/01/2016;Langeac;non;Déraillement sans engagement de la voie principale
05/01/2016;Aulnoye - Aymeries;non;Déraillement sans engagement de la voie principale
26/12/2015;Martres sur Morges;non;Collision contre obstacle à un passage à niveau
22/12/2015;Saintes;non;Déraillement sans engagement de la voie principale
10/12/2015;Pantin;oui;Défaillance voie
21/04/2015;Nangis;oui;Collision contre obstacle à un passage à niveau
24/04/2015;Dombasle;non;Franchissement de signal
10/04/2015;Paris Saint Lazare;non;Départ sans autorisation
28/04/2015;Entre Chantonnay et Bournezeau;oui;Raté de fermeture à un passage à niveau
05/05/2015;Les essarts-le-Roi;oui;Porte ouverte en ligne
06/04/2015;Amiens;oui;Franchissement de signal
21/04/2015;Aulnoye - Aymeries;oui;Incident grave de signalisation
23/04/2015;Gare de Batignolles - poste 5;non;Déraillement sans engagement de la voie principale
09/04/2015;Pontoise;non;Franchissement de signal
24/04/2015;Barisey-la-cote;non;Défaillance Voie
12/08/2015;Paris Nord Poste 1B;oui;Pénétration intempestive sur domaine fermé
22/07/2015;Calais;oui;Franchissement de signal
22/07/2015;Bordeaux poste 3;non;Franchissement de signal
26/07/2015;Entre Teting PL et Saint-Avold PL;oui;Collision
13/08/2015;Villers-Cotterets;oui;Mise en œuvre de travaux en dehors du domaine fermé
20/07/2015;Miramas;non;Franchissement de signal
16/08/2015;Paris Saint-Lazare;oui;Dérive
23/07/2015;Foucherans;oui;Raté de fermeture à un passage à niveau
05/08/2015;Paris Charolais;non;Collision avec enfoncement de heurtoir
13/08/2015;Entre Reuilly et Fontaine Mercurey;non;Incident grave de signalisation
27/02/2016;Aix sur Vienne;oui;Raté de fermeture à un passage à niveau
12/02/2016;Entre Coueron et la Basse Indre Saint-Herblain;oui;Expédition sans ordre
25/02/2016;Aulnay Sous Bois;non;Circulation sans autorisation
07/02/2016;Roscoff;oui;Incident grave de signalisation
04/03/2016;Achères;non;Franchissement de signal
09/03/2016;Chelles;non;Acte de malveillance
03/03/2016;Saint Pol en Ternoise;oui;Défaut géométrie voie
15/02/2016;Saint Saviol;non;Défaillance voie
23/02/2016;Richwiller;non;Collision contre obstacle
11/02/2016;Saint Junien;non;Collision contre obstacle à un passage à niveau
06/10/2015;Entre Paris Saint-Michel N.D et Paris Musée d'Orsay;oui;Porte ouverte en ligne
19/09/2015;Vitry-la-Ville;non;Collision
28/09/2015;Troyes;oui;Incendie dans un train
23/09/2015;Chatillon sur Seine;non;Déraillement
12/09/2015;Entre Agonac et Château l'Eveque;oui;Expédition sans ordre
01/10/2015;Brebieres;non;Collision contre obstacle à un passage à niveau
23/09/2015;Miramas;oui;Matières dangereuses
30/09/2015;Saint Pierre des Corps;non;Défaillance voie
29/09/2015;Cambrai;oui;Défaillance voie
06/10/2015;Bassens;oui;Défaillance voie
24/03/2016;Nogent le Perreux;oui;Non mise en protection
23/03/2016;Nancy;oui;Franchissement de signal
24/03/2016;Entre Lamure et Lozanne;oui;Non mise en protection
30/03/2016;Saint Florentin;oui;Déraillement
14/03/2016;Amiens;non;Talonnage d’aiguille ou bivoie
09/06/2015;Bellenaves;oui;Collision contre obstacle à un passage à niveau
01/07/2015;Saint-Denis;non;Incident caténaire
30/06/2015;Varennes-sur-Fouzon;non;Collision contre obstacle à un passage à niveau
19/07/2015;Albertville;non;Incident caténaire
09/07/2015;Miramas;oui;Collision entre trains ou éléments de trains
20/06/2015;Mantes la Jolie;non;Non alimentation de la conduite principale
14/06/2015;Saint-Pierre-Le-Moutier;non;Incident caténaire
28/05/2015;Phalempin;non;Non respect du point d’arrêt
04/06/2015;Saint-Clément;non;Collision contre obstacle à un passage à niveau
17/07/2015;Gare de Coueron;non;Accident de personne
18/08/2014;Les Aubrais;non;Appareil de voie mal disposé
27/08/2014;Hourcade;non;Franchissement de signal
18/08/2014;Gare de Bordeaux St Jean;non;Franchissement de signal
26/08/2014;Sibelin;non;Sortie intempestive ou engagement d’un domaine fermé
25/08/2014;Sully LGV;non;Acte de malveillance
30/08/2014;Entre Chedde et Servoz;non;Défaillance voie
27/08/2014;Nogent Le Perreux;oui;Défaillance voie
21/08/2014;Entre Paris Austerlitz Banlieue et St Michel Notre Dame;non;Déraillement sans engagement de la voie principale
31/03/2015;Bourgoin-Jallieu;non;Franchissement de signal
31/03/2015;Vierzon;non;Déraillement sans engagement de la voie principale
18/03/2015;Batignolles;non;Réception intempestive sur voie occupée
26/03/2015;St Fons;non;Incident caténaire
23/03/2015;Toulouse;non;Collision contre obstacle
16/03/2015;Vénissieux;non;Déraillement sans engagement de la voie principale
01/03/2016;Les Aubrais;non;Déraillement sans engagement de la voie principale
15/03/2016;Vic Mireval;oui;
06/03/2016;Vayres;oui;Heurt au croisement
23/02/2016;Ermont-Eaubonne;non;Franchissement de signal
08/03/2016;Woippy;oui;Défaut géométrie voie
18/02/2016;Hourcade;oui;Hourcade
14/06/2016;Aix-les-Bains;non;Arrêt hors de quai de tout ou partie d’un train de voyageurs
23/06/2016;Hazebrouck;oui;Franchissement de signal
23/06/2016;Entre Vallorbe et Frasne;non;Collision contre obstacle
23/08/2014;Woippy Triage;non;Déraillement sans engagement de la voie principale
27/08/2014;Flamboin;non;Appareil de voie mal disposé
19/08/2014;Toulouse Raynal;non;Déraillement sans engagement de la voie principale
20/08/2014;Vaires EP Ecoballast;non;Déraillement sans engagement de la voie principale
26/08/2014;Somain;non;Déraillement sans engagement de la voie principale
27/08/2014;Woippy;non;Incident de marchandise dangereuse
06/12/2014;Paris Bercy Conflans;non;Collision contre obstacle
11/12/2014;Somain;non;Déraillement sans engagement de la voie principale
01/12/2014;Entre St Aignan Noyers et Vierzon;oui;Expédition sans ordre
02/12/2014;Macon;oui;Accident du travail
01/12/2014;Entre Castelnaudary et Villefranche de Lauragais;non;Déshuntage
01/12/2014;Motteville;oui;Acte de malveillance
27/11/2014;Hausbergen;non;Déraillement sans engagement de la voie principale
03/12/2014;Ambérieu;non;Déraillement sans engagement de la voie principale
24/11/2014;Nevers;non;Déraillement sans engagement de la voie principale
29/08/2014;Annemasse;non;Franchissement de signal
09/09/2014;Manduel;non;Franchissement de signal
02/09/2014;Clermont Ferrand;non;Perte d’organe du matériel roulant
10/09/2014;La Défense;non;Incendie dans un train
27/08/2014;Trappes;non;Déraillement sans engagement de la voie principale
03/09/2014;Hofmuhl;non;Collision contre obstacle
02/09/2014;Pantin;oui;Défaillance voie
05/09/2014;Argenteuil Triage;non;Déraillement sans engagement de la voie principale
03/09/2014;Juvisy;oui;Défaillance voie
28/08/2014;Les Laumes Alesia;non;Défaillance voie
02/10/2014;Porte les Valence;non;Sortie intempestive ou engagement d’un domaine fermé
01/10/2014;Lille Flandres;non;Départ sans autorisation
15/10/2014;Givors Canal;oui;Défaillance voie
07/10/2014;Villeneuve Triage;non;Déraillement sans engagement de la voie principale
01/10/2014;Souillac;non;Expédition sans ordre
26/09/2014;Entre Issy et Javel;non;Franchissement de signal
01/10/2014;Mitry Claye;non;Réception intempestive sur voie occupée
15/10/2014;Perpignan;oui;Défaillance voie
08/10/2014;Miramas;non;Talonnage d’aiguille ou bivoie
23/09/2014;Avignon Champfleury;non;Collision entre trains ou éléments de trains
16/09/2014;Morlaix;non;Franchissement de signal
17/09/2014;Lyon Tunnel de Caluire;non;Arrêt prolongé d’un train de voyageurs dans un tunnel de plus de 1 km
26/09/2014;Hourcade;non;Talonnage d’aiguille ou bivoie
18/09/2014;St Saviol;non;Point limite d’un pantographe dépassé par une circulation électrique
15/09/2014;Paris Bercy;oui;Défaut ayant conduit à un risque grave
14/09/2014;Batignolles;non;Heurt au croisement
15/09/2014;Rosny sur Seine;non;Déraillement sans engagement de la voie principale
20/09/2014;Paris Ourcq;non;Déraillement sans engagement de la voie principale
18/09/2014;Achères;non;Défaillance voie
20/10/2014;Carcassonne;oui;Incident grave de signalisation
25/10/2014;Paris St Lazare;non;Franchissement de signal
22/10/2014;Montereau;non;Déraillement sans engagement de la voie principale
25/10/2014;L'Etang;non;Accident de personne
20/10/2014;Mouchard;oui;Incident grave de signalisation
29/10/2014;Miramas;non;Talonnage d’aiguille ou bivoie
24/10/2014;Boussy St Antoine;non;Franchissement de signal
20/10/2014;St George d’Aurac;non;Talonnage d’aiguille ou bivoie
07/11/2014;Vénissieux;oui;Départ sans autorisation
05/11/2014;Entre Connerré Beillé et Nogent Le Rotrou;non;Engagement intempestif d’une circulation sur une voie protégée
31/10/2014;Clermont Ferrand;non;Franchissement de signal
02/11/2014;Entre St Michel et Paris Austerlitz Banlieue;non;Défaillance voie
21/11/2014;Aiguebelle;non;Engagement intempestif d’une circulation sur une voie protégée
04/11/2014;Entre St Germain des Fossés et Gannat;non;Déshuntage
17/11/2014;Valenciennes;non;Point limite d’un pantographe dépassé par une circulation électrique
01/11/2014;Somain;non;Talonnage d’aiguille ou bivoie
20/11/2014;Le Landy;non;Accident du travail
15/12/2014;Vénissieux Dépôt;non;Déraillement sans engagement de la voie principale
16/12/2014;Bordeaux;non;Déraillement sans engagement de la voie principale
14/12/2014;Batignolles;non;Dérive
15/12/2014;Amagne;non;Franchissement de signal
22/12/2014;Entre St Arnoult et St Léger;non;Collision contre obstacle
17/12/2014;Bordeaux;non;Déraillement sans engagement de la voie principale
18/12/2014;Perrigny;non;Dégagement de fumée sur matériel roulant
13/12/2014;Hendaye;non;Déraillement sans engagement de la voie principale
16/12/2014;Graveline;non;Incident caténaire
20/01/2015;Orléans;non;Franchissement de signal
21/01/2015;Entre Port Villez et Bonnières;oui;Collision contre obstacle à un passage à niveau
20/01/2015;Paris-Montparnasse;non;Départ sans autorisation
16/01/2015;Bourg en Bresse;oui;Départ sans autorisation
